monarchrunid,ctmmlabel,ctmmsuccess,map,year,monarchid,runid,releasesiteid_arcmap,releasesiteid_repid,releasesiteid,monarchcatchsite,monarchcatchdate,monarchmass,trialdate,dayscaptive,trialsite,samecatchtrial,attachment,transmitterid,transantenna,experiment,temp,tempc,cloud,windspeed,windkph,winddirection,starttime,endtime,timeobs,secobserved,numpoints,firstlandon,15mindud,dudtime,finaldud,Responsiveness,Release,releaselandclass,releaseN,releaseE,lastN,lastE,lastlandcover,euclidiandistance,euclidianbearing,total.distance,stepover50,stepclass50,numstepsover50,stepover100,avgstep,turnstdev,step01,step02,step03,step04,step05,step06,step07,step08,step09,step10,step11,step12,step13,step14,step15,step16,step17,step18,step19,step20,step21,step22,step23,step24,step25,step26,step27,step28,step29,step30,step31,step32,step33,step34,step35,turn01,turn02,turn03,turn04,turn05,turn06,turn07,turn08,turn09,turn10,turn11,turn12,turn13,turn14,turn15,turn16,turn17,turn18,turn19,turn20,turn21,turn22,turn23,turn24,turn25,turn26,turn27,turn28,turn29,turn30,turn31,turn32,turn33,turn34,bearing01,bearing02,bearing03,bearing04,bearing05,bearing06,bearing07,bearing08,bearing09,bearing10,bearing11,bearing12,bearing13,bearing14,bearing15,bearing16,bearing17,bearing18,bearing19,bearing20,bearing21,bearing22,bearing23,bearing24,bearing25,bearing26,bearing27,bearing28,bearing29,bearing30,bearing31,bearing32,bearing33,bearing34,bearing35,windbearing,remaincross,freqcross,timebefore50mstep,timebeforecross,totalpts,croppts,edge5mpts,poorpts,richpts,totaltime,croptime,edge5mtime,poortime,richtime,firstbigsteplength,durationtofirstbigstep,stepspriortofirstbig,bigcrossfrom,bigcrossto,biginitiatefromrelease
20067a,gh,yes,yes,2020,20067,a,,13,11,uthe,7/22/2020,0.1607,7/24/2020,2,east,n,transmitter,165.364,straight,roadside,74,23.33333333,clear,4,6.436,NW,8:08:00,8:54:00,0:46:00,2760,7,grass,fly,NA,fly,Responsive,east,poor,4646306.339,447036.841,4646372.545,447050.997,roadside,67.70248719,12.06910451,81.45460059,under50,< 50 m,0,under100,13.57576677,90.03319325,3.827875259,33.6160372,3.939352739,27.66253976,9.492394429,2.916401207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.4252328,24.02167038,-13.26655003,-6.189632004,161.3048847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.4242596,5.849492342,29.87116272,16.60461269,10.41498069,171.7198654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,remain,0,,,7,0,2,5,0,2710,0,338,2372,0,,,,,,
19079a,az,yes,yes,2019,19079,a,4,8,10,GM,7/18/2019,NA,7/20/2019,2,GM,y,none,NA,,habitatutilization,86.2,30.11111111,cloudy,5.8,9.3322,NNE,11:34:00,11:35:15,0:01:15,75,2,lost,fly,NA,fly,Responsive,edge,edge,4751778.489,525688.5712,525855.5916,4751850.526,prairie,181.8932197,66.66914483,181.8932197,over50,> 50 m,1,over100,181.8932197,NA,181.8932197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.66914483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,cross,,45,45,2,0,1,0,1,46,0,45,0,1,181.8932197,45,0,crop,exit,no
19082a,bb,no,yes,2019,19082,a,4,8,10,GM,7/19/2019,0.1975,7/21/2019,2,GM,y,transmitter,89,bent,habitatutilization,77.3,25.16666667,cloudy,4.8,7.7232,SSW,10:17:00,11:23:00,1:06:00,3960,4,bare ground,fly,NA,fly,Responsive,edge,edge,4751933.931,525680.5976,525682.4578,4751933.571,na,1.894714765,100.9529134,3.344486355,under50,< 50 m,0,under100,1.114828785,20.36513131,1.777720124,0.638214235,0.928551996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-139.8732604,-168.6739053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.38602177,311.5127614,142.8388561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.5,cross,,,137,4,1,3,0,0,3954,137,3817,0,0,,,,,,
19085a,bd,no,yes,2019,19085,a,4,8,10,GM,7/19/2019,0.4806,7/23/2019,4,GM,y,none,NA,,habitatutilization,80.1,26.72222222,clear,5.6,9.0104,SSE,13:01:00,14:10:00,1:09:00,4140,4,grass,fly,NA,fly,Responsive,edge,edge,4751961.651,525681.4528,525687.2841,4751972.656,prairie,12.45448051,27.91810223,29.17432384,under50,< 50 m,0,under100,9.724774615,20.36513131,0.529529187,8.106334857,20.5384598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-139.8732604,-168.6739053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.7797751,213.7267255,28.73037414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.5,cross,,,25,4,1,2,0,1,369,60,304,0,5,,,,,,
19090a,bg,no,yes,2019,19090,a,4,8,10,GM,7/20/2019,0.1505,7/21/2019,1,GM,y,transmitter,89,bent,habitatutilization,80.6,27,cloudy,3.1,4.9879,SSW,11:54:00,12:27:24,0:33:24,2004,2,grass,fly,NA,fly,Responsive,edge,edge,4751934.293,525682.6181,525683.044,4751933.866,prairie,0.603091875,135.0738953,0.603091875,under50,< 50 m,0,under100,0.603091875,NA,0.603091875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.0738953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.5,cross,,,202,2,0,2,0,0,2002,0,2002,0,0,,,,,,
19091a,bh,no,yes,2019,19091,a,4,8,10,GM,7/21/2019,0.2993,7/22/2019,1,GM,y,transmitter,89,bent,habitatutilization,80.6,27,clear,4.8,7.7232,SSW,9:36:00,10:12:48,0:36:48,2208,2,corn,fly,NA,fly,Responsive,edge,edge,4751941.967,525682.6757,525682.0732,4751944.24,prairie,2.351496385,345.1541223,2.351496385,under50,< 50 m,0,under100,2.351496385,NA,2.351496385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.1541223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.5,cross,,,92,2,0,2,0,0,1892,0,1892,0,0,,,,,,
19098a,bj,no,yes,2019,19098,a,4,8,10,GM,7/21/2019,0.1782,7/22/2019,1,GM,y,transmitter,89,bent,habitatutilization,78.5,25.83333333,mostly clear,8.5,13.6765,S,10:27:00,10:45:45,0:18:45,1125,2,grass,fly,NA,fly,Responsive,edge,edge,4751916.542,525684.6381,525686.9001,4751901.972,corn,14.74454286,171.1752509,14.74454286,under50,< 50 m,0,under100,14.74454286,NA,14.74454286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.1752509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,cross,,,228,2,0,1,0,1,1112,0,228,0,884,,,,,,
19105a,bl,yes,yes,2019,19105,a,4,8,10,GM,7/21/2019,NA,7/22/2019,1,GM,y,transmitter,88,bent,habitatutilization,77.3,25.16666667,mostly cloudy,2.8,4.5052,SSW,12:07:00,12:44:00,0:37:00,2220,7,grass,fly,NA,fly,Responsive,edge,edge,4751916.403,525684.6871,525670.32,4751433.829,prairie,482.7878199,181.7052952,493.658424,over50,> 50 m,1,over100,98.7316848,126.3266511,1.008047638,3.394076016,2.525813115,7.591107735,479.1393795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.4171719,-11.31155096,-146.7651391,74.02142456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.6295117,266.0466836,254.7351326,107.9699935,181.9914181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.5,cross,,1577,406,6,1,4,0,1,1578,213,1355,0,10,479.1393795,1577,4,rich,exit,no
19106a,bm,yes,yes,2019,19106,a,4,8,10,GM,7/21/2019,0.1944,7/23/2019,2,GM,y,none,NA,,habitatutilization,71.9,22.16666667,clear,4.4,7.0796,S,9:10:00,9:25:00,0:15:00,900,4,corn,fly,NA,fly,Responsive,edge,edge,4751962.849,525682.0456,525693.6796,4751950.388,na,17.04777044,136.9657612,24.39198821,under50,< 50 m,0,under100,8.130662737,49.49544802,10.63418237,8.667352692,5.090453148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.81733483,-15.82020096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.0503022,104.2329674,88.4127664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,cross,,,900,4,0,2,0,2,906,0,902,0,4,,,,,,
19108a,bn,yes,yes,2019,19108,a,4,8,10,GM,7/21/2019,NA,7/23/2019,2,GM,y,none,NA,,habitatutilization,75,23.88888889,clear,3.1,4.9879,S,9:39:00,9:43:02,0:04:02,242,6,corn,fly,NA,fly,Responsive,edge,edge,4751961.664,525681.3918,525705.7415,4751759.197,prairie,203.9259522,173.1422575,207.1779124,over50,> 50 m,1,over100,51.7944781,34.97495767,24.80712848,18.46110245,13.40393295,150.5057485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.3933204,-25.22189084,39.28636454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.8349324,162.4416119,137.2197211,176.5060856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,cross,,190,128,5,0,2,0,3,191,0,160,0,31,150.5057485,190,3,rich,exit,no
19119a,bp,yes,yes,2019,19119,a,4,8,10,GM,7/22/2019,NA,7/23/2019,1,GM,y,none,NA,,habitatutilization,77.4,25.22222222,clear,4.4,7.0796,SSE,10:17:00,10:24:30,0:07:30,450,6,wild bergamot,fly,NA,fly,Responsive,edge,edge,4751964.426,525684.5597,525703.1138,4751758.784,na,206.4773275,174.8444338,206.4773275,over50,> 50 m,1,over100,206.4773275,NA,206.4773275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.8444338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.5,cross,,410,410,2,0,0,0,2,411,0,0,0,411,206.4773275,410,0,rich,exit,no
19123a,bs,yes,yes,2019,19123,a,4,8,10,GM,7/22/2019,NA,7/23/2019,1,GM,y,none,NA,,habitatutilization,78.6,25.88888889,clear,3.3,5.3097,S,11:34:00,11:52:45,0:18:45,1125,5,grass,fly,NA,fly,Responsive,edge,edge,4751962.994,525682.1261,525722.6296,4751910.699,na,66.14605459,142.2415177,67.34217162,over50,> 50 m,1,under100,22.44739054,29.37117999,2.20573947,55.16837892,9.968053228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9877078,-30.54941329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.0121097,146.9998175,116.4504042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,cross,,822,30,4,0,2,0,2,1115,0,822,0,293,55.16837892,822,1,rich,rich,no
19125a,bt,yes,yes,2019,19125,a,4,8,10,GM,7/22/2019,NA,7/23/2019,1,GM,y,none,NA,,habitatutilization,80.8,27.11111111,clear,4.8,7.7232,SE,13:35:00,13:49:45,0:14:45,885,7,wild bergamot,fly,NA,fly,Responsive,edge,edge,4751963.942,525684.8531,525819.815,4751902.265,prairie,148.3872191,114.5601941,163.5420869,over50,> 50 m,1,under100,32.70841738,65.07513255,9.55524257,49.66415767,10.28837312,8.311927996,85.72238553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.0404903,8.420222426,-6.949538538,-8.164600109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.670668,120.7111583,129.1313807,122.1818422,114.017242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,cross,,786,547,6,0,1,0,5,787,0,1,0,786,85.72238553,786,5,rich,exit,no
19127a,bu,no,yes,2019,19127,a,4,8,10,GM,7/22/2019,0.3117,7/23/2019,1,GM,y,none,NA,,habitatutilization,78.9,26.05555556,clear,4,6.436,SE,12:10:00,12:47:08,0:37:08,2228,3,grass,fly,NA,fly,Responsive,edge,edge,4751964.461,525684.8503,525684.5964,4751963.763,na,0.742744377,199.989038,0.744287825,under50,< 50 m,0,under100,0.372143913,NA,0.156220006,0.588067819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.065667304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.1555393,198.089872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,cross,,,426,3,0,0,0,3,2224,0,0,0,2224,,,,,,
19158a,co,no,yes,2019,19158,a,,3,NA,GM,7/31/2019,0.3631,8/1/2019,1,GM,y,transmitter,13,straight,habitatutilization,84.2,29,mostly cloudy,0.2,0.3218,N,9:51:00,10:21:00,0:30:00,1800,2,bare ground,fly,NA,fly,Responsive,edge,edge,4751806.784,525539.8245,525539.6064,4751806.263,na,0.564808472,202.7150652,0.564808472,under50,< 50 m,0,under100,0.564808472,NA,0.564808472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.7150652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,cross,,,30,2,0,2,0,0,1830,0,1830,0,0,,,,,,
19172a,da,no,yes,2019,19172,a,4,8,10,GM,8/2/2019,0.3293,8/4/2019,2,GM,y,transmitter,14,straight,habitatutilization,89,31.66666667,clear,0,0,NE,11:08:00,12:02:00,0:54:00,3240,4,grass,fly,NA,fly,Responsive,edge,edge,4751768.766,525689.5184,525690.5899,4751769.059,corn,1.110838085,74.70642925,6.228478205,under50,< 50 m,0,under100,2.076159402,227.6392185,0.453459689,3.207332887,2.567685629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-162.7195767,159.2108935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.091565,4.371988288,163.5828818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,cross,,,418,4,0,4,0,0,2312,0,2312,0,0,,,,,,
19173a,db,yes,yes,2019,19173,a,4,8,10,GM,8/3/2019,0.305,8/4/2019,1,GM,y,transmitter,14,straight,habitatutilization,86,30,mostly clear,0,0,NE,12:10:00,13:10:00,1:00:00,3600,18,grass,fly,NA,fly,Responsive,edge,edge,4751768.535,525690.0647,525741.8938,4751905.737,prairie,146.6650756,20.69443966,203.1978435,over50,> 50 m,1,under100,11.95281432,84.82081013,0.368310793,0.774309815,0.51888543,14.11376335,1.167905069,12.55794417,61.75074938,31.49345924,3.213434922,5.710926406,6.696052332,3.562786921,1.623439217,45.29848813,11.85338248,1.179571876,1.31443395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-128.571142,80.41643508,-64.68442699,54.82918384,-50.60854511,-39.07787541,-63.9494603,-103.1212722,136.1209965,-76.19218116,-75.53297773,13.91286849,121.182414,25.26460735,42.25307513,-124.748844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.1947155,63.62357346,144.0400085,79.35558156,134.1847654,83.5762203,44.49834489,340.5488846,237.4276124,13.54860881,297.3564276,221.8234499,235.7363184,356.9187324,22.18333979,64.43641492,299.6875709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,cross,,1048,98,18,0,4,1,13,3401,0,984,1019,1398,61.75074938,1048,6,rich,poor,no
19197a,dz,yes,yes,2019,19197,a,4,8,10,GM,8/7/2019,0.2944,8/9/2019,2,GM,y,transmitter,16,straight,habitatutilization,71.1,21.72222222,mostly clear,1.7,2.7353,SW,9:11:00,10:10,0:59:00,3540,4,grey headed coneflower,fly,NA,fly,Responsive,edge,edge,4751908.701,525684.051,525701.093,4751839.852,na,70.92682543,166.0971809,71.47952698,under50,< 50 m,0,under100,23.82650899,30.72759374,33.59971815,3.849460352,34.03034848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.39479727,27.06058253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.883208,145.4884107,172.5489933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,cross,,,560,4,0,1,0,3,2503,0,560,0,1943,,,,,,
19198a,ea,yes,yes,2019,19198,a,4,8,10,GM,8/7/2019,NA,8/9/2019,2,GM,y,transmitter,16,straight,habitatutilization,76.6,24.77777778,mostly clear,1.1,1.7699,S,10:11:00,11:41,1:30:00,5400,8,grass,fly,NA,fly,Responsive,edge,edge,4751909.222,525683.888,526030.43,4750080.264,prairie,1861.499053,169.2710624,2048.895081,over50,> 50 m,2,over100,682.9650269,40.09563557,29.40581388,99.8552937,1919.633973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.62262889,109.3264205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.50439144,63.12702033,172.4534408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,cross,,1913,1865,3,0,2,0,1,1955,0,1907,0,48,99.8552937,1913,2,rich,rich,no
19200a,eb,yes,yes,2019,19200,a,4,8,10,GM,8/8/2019,NA,8/9/2019,1,GM,y,none,NA,,habitatutilization,95.8,35.44444444,mostly clear,0.4,0.6436,S,13:02:00,13:08:50,0:06:50,410,3,corn,fly,NA,fly,Responsive,edge,edge,4751909.172,525684.204,525684.37,4751883.778,na,25.39454256,179.6254641,25.4719724,under50,< 50 m,0,under100,12.7359862,NA,5.808524082,19.66344832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.65506393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.8566828,177.2016189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,cross,,,240,3,0,3,0,0,384,0,384,0,0,,,,,,
19138a,cc,yes,yes,2019,19138,a,6,5,4,GM,7/24/2019,NA,7/27/2019,3,GM,y,none,NA,,habitatutilization,76.6,24.77777778,clear,4,6.436,NE,8:33:00,8:44:45,0:11:45,705,11,grass,fly,NA,fly,Responsive,grass,poor,4751700.942,525561.6533,525542.326,4751678.821,na,29.37487304,221.1439798,43.31538056,under50,< 50 m,0,under100,4.331538056,50.09641301,2.285009882,2.635049213,9.071587882,6.624815753,6.137538432,4.988983224,2.149870405,2.224215691,4.018107093,3.180202987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.29898936,-2.157568879,-60.77866902,50.38031471,63.68072263,21.64430142,-10.85300846,38.80661159,-76.07259337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.3319781,213.6309674,211.4733985,150.6947295,201.0750442,264.7557669,286.4000683,275.5470598,314.3536714,238.281078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,cross,1,,628,11,0,0,11,0,629,0,0,629,0,,,,,,
19139a,cd,yes,yes,2019,19139,a,6,5,4,GM,7/24/2019,0.5115,7/27/2019,3,GM,y,none,NA,,habitatutilization,80.5,26.94444444,clear,3,4.827,E,9:11:00,9:25:36,0:14:36,876,7,grass,fly,NA,fly,Responsive,grass,poor,4751701.51,525562.6689,525573.7986,4751664.27,na,38.86756774,163.3604816,56.80818663,under50,< 50 m,0,under100,11.36163733,135.4941192,2.183414164,26.79255852,1.952140592,23.45420753,2.425865825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.77243893,67.07233694,-141.1041086,168.2605981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.4054569,188.633018,255.705355,114.6012464,282.8618445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,cross,1,,836,6,0,0,6,0,837,0,0,837,0,,,,,,
